Customer ID,Month,Month of Joining,zip_code,Gender,Age,Married,Dependents,Number of Dependents,Location ID,Service ID,state,county,timezone,area_codes,country,latitude,longitude,roam_ic,roam_og,loc_og_t2t,total_rech_amt,total_rech_data,vol_4g,vol_5g,arpu,offer,Referred a Friend,Number of Referrals,Phone Service,Multiple Lines,Internet Service,Internet Type,Streaming Data Consumption,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Payment Method,Status ID,Satisfaction Score,Churn Category,Churn Reason,Customer Status,Churn Value
151664f0-b057-48d4-9466-0f2f40436710,4,7,17589,Female,77,No,Yes,0,hbFKT,IUSGd,New Jersey,Hillville,Africa/Luanda,564,Dominican Republic,75.895043,85.333095,Yes,No,49,519,6,52,32,19,Free Data,Yes,7,No,No,No,DSL,200,Yes,No,No,Yes,No,No,No,Yes,Credit Card,qnb-hdp-ZYs,1,Not Applicable,Against really cultural subject.,Churned,1
260b891c-dc50-44a5-b316-c69433a8391a,8,10,744,Female,43,No,No,1,cuaku,jmKOC,Maine,South Charles,Asia/Dubai,607,Austria,66.472338,-169.465775,No,No,13,194,19,76,38,23,Loyalty Offer,No,8,Yes,No,Yes,Cable,201,Yes,Yes,Yes,Yes,Yes,No,No,No,Bank Withdrawal,jBo-Fof-GKQ,2,Price,Level again himself just that.,Churned,0
ddd4b57c-4382-4b01-aade-44e62fba3e69,8,12,38204,Female,52,No,No,2,dZGXJ,QCiZJ,South Dakota,Davisland,Pacific/Fiji,236,New Caledonia,-82.880411,-90.145493,Yes,Yes,9,124,24,23,27,10,Loyalty Offer,No,4,Yes,Yes,Yes,Satellite,428,Yes,No,No,No,No,No,No,Yes,Credit Card,WMk-njO-xPr,2,Not Applicable,Room old room score might enter audience.,Stayed,1
e501ef32-900d-4859-93b4-7be7f774d65a,1,2,83956,Female,47,Yes,No,4,Mlkpo,EdAjt,Arizona,West Ronaldmouth,Asia/Manila,881,Guinea,31.949418,103.385662,Yes,Yes,14,915,17,94,76,16,Upgrade,Yes,6,No,Yes,No,DSL,369,Yes,Yes,No,No,Yes,No,No,Yes,Wallet Balance,BOJ-EhM-BYt,4,Price,Idea show participant win party level.,Stayed,0
c43b23e9-53aa-4e00-839b-58cd97c491f4,6,1,31356,Female,59,No,Yes,0,xTtle,NkBrr,North Dakota,Lake Lukeville,Europe/Monaco,868,Mexico,-68.377747,-142.786432,No,No,20,418,6,25,62,11,Discount,Yes,0,Yes,Yes,Yes,Fiber,98,No,No,No,No,No,No,Yes,Yes,Bank Withdrawal,JXw-YxU-JbL,2,Service Issues,Six either be red.,Churned,1
dc96030a-355b-42a3-b2fd-0e0f41a6b2a4,9,4,45050,Female,89,No,No,1,sWxGV,Qqptm,Alabama,North Devinview,Europe/Zurich,906,Saint Barthelemy,-26.260161,-76.627072,Yes,No,83,660,46,30,76,99,Free Data,No,7,No,No,Yes,Fiber,372,No,No,No,Yes,No,Yes,No,No,Bank Withdrawal,eEK-ovB-ILA,5,Price,Provide special performance total ground material eat skin.,Stayed,0
99345856-ffd1-4aca-8011-9ffbeb1e09bb,3,4,12371,Female,82,Yes,No,4,TrFsq,uWuYK,Arkansas,Hernandezfort,Asia/Tashkent,877,France,31.766804,-117.101442,No,No,21,641,99,24,4,5,Upgrade,No,10,Yes,No,No,Fiber,292,No,No,Yes,Yes,No,No,Yes,Yes,Wallet Balance,ElQ-hHb-LQE,3,Not Applicable,Miss government phone state example local.,Churned,0
91427e93-15c4-4c7c-b8e1-4d56fe31cdb6,4,5,96383,Male,37,No,Yes,4,tsOoY,RYDPB,California,New Andrewville,Asia/Singapore,230,Zambia,-16.222475,68.72015,Yes,Yes,28,439,17,7,17,98,Upgrade,No,6,No,Yes,No,Cable,400,Yes,Yes,No,Yes,No,No,Yes,No,Bank Withdrawal,QlQ-EiM-jpg,5,Competitor,Single happy share budget interesting.,Stayed,1
f8400af1-0971-4727-a0f0-99383fe734e4,10,2,22959,Male,85,Yes,No,0,fjNBD,rJLHC,New Mexico,Kathymouth,Asia/Jerusalem,42,Comoros,-48.1324545,27.238522,No,Yes,40,543,73,14,56,40,Free Data,No,8,Yes,Yes,Yes,Fiber,24,No,No,No,Yes,No,No,No,Yes,Credit Card,Zfo-Ivz-xOt,1,Price,Air size morning probably mean cell least.,Stayed,0
23ba849b-e1cc-4b35-ab53-fd80fcc2bb24,3,3,39923,Female,86,No,Yes,3,GwFTu,pjpGc,Alaska,Hallville,Asia/Calcutta,153,Albania,4.429573,-115.480889,No,No,54,851,31,89,53,93,Loyalty Offer,No,2,No,Yes,No,Fiber,124,No,Yes,Yes,Yes,No,No,Yes,No,Bank Withdrawal,wow-BSJ-hbH,4,Competitor,Into serve from hair see.,Stayed,0
f40b7d41-b884-49d7-9434-0799bed1cdfe,6,6,40837,Male,33,Yes,No,3,EwsKk,HImSf,Florida,North Jesse,Africa/Bamako,453,Eritrea,-0.0808725,45.098541,No,No,62,210,4,72,41,65,Loyalty Offer,Yes,3,Yes,Yes,No,Fiber,494,Yes,No,Yes,No,No,No,No,Yes,Wallet Balance,zlF-vrQ-vDK,3,Service Issues,Read instead evidence concern.,Stayed,1
8867a635-fe6d-4437-b3e8-3fa29255e41b,12,1,77249,Male,89,Yes,No,2,oCMvG,cqjfr,Minnesota,Johnsonborough,America/Inuvik,529,Antarctica (the territory South of 60 deg S),-41.8080565,118.805466,No,Yes,48,434,37,94,13,21,Loyalty Offer,Yes,4,No,No,No,Fiber,17,No,Yes,No,Yes,Yes,Yes,Yes,No,Cash,sgm-pST-EnW,3,Price,There admit table.,Stayed,0
2265b90b-1d72-4ae0-8b5c-863ef8a65b88,1,1,89219,Female,34,No,No,5,HTUhq,fScJX,Washington,Dwayneborough,Europe/Warsaw,280,Sao Tome and Principe,56.440165,109.489508,No,Yes,25,223,51,11,93,49,Discount,Yes,6,No,Yes,Yes,Cable,113,Yes,Yes,Yes,No,Yes,No,Yes,No,Cash,JJO-tnc-gaj,3,Competitor,Daughter just hand could college.,Stayed,0
12f1d310-f7e0-4016-a013-916f90a07fa8,6,9,88703,Female,45,No,Yes,4,uaGoi,pqzVn,Rhode Island,East Kayleeland,Indian/Antananarivo,293,Canada,35.1387045,51.887446,No,Yes,13,431,83,86,84,14,Loyalty Offer,Yes,10,No,Yes,Yes,DSL,19,Yes,Yes,No,No,No,No,No,No,Wallet Balance,wza-Tgn-WjW,4,Price,Person cup such in game certainly explain within.,Stayed,0
620ec42f-c50f-4c2a-85dc-080251d79209,10,6,56285,Female,57,Yes,No,5,OkWSS,xCDym,New Jersey,West Glennfurt,Atlantic/Cape_Verde,924,Cameroon,35.234663,-169.522236,Yes,No,6,321,63,90,96,64,Upgrade,Yes,7,Yes,No,No,DSL,136,Yes,No,Yes,Yes,Yes,Yes,No,No,Wallet Balance,xed-fTa-yTy,2,Price,Buy help face back PM accept family size.,Stayed,0
3107fc38-ffe1-4faf-843a-1fa375752b91,8,5,77976,Male,30,Yes,No,1,CRVlq,PEJfL,South Dakota,North Lindseyport,Europe/Minsk,361,Sierra Leone,-20.2821575,-153.527647,No,No,51,278,21,46,21,9,Free Data,Yes,9,No,No,No,Cable,418,No,Yes,No,No,Yes,Yes,No,No,Bank Withdrawal,pHM-GHK-xsC,5,Price,Anyone keep make agreement will.,Churned,0
29ad0358-ff02-4cb8-9705-0dee73586f7d,4,8,58100,Male,40,No,Yes,4,ilwtc,GIkiE,Ohio,Alvarezchester,Africa/Monrovia,463,United States Minor Outlying Islands,73.7109485,73.459998,Yes,No,45,339,77,37,28,0,Loyalty Offer,Yes,5,Yes,No,Yes,Cable,112,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card,IyT-NJn-eqe,1,Service Issues,Total yes pass spring role truth cut.,Stayed,0
51706bf1-66d0-4f49-ac3b-32301426b633,2,5,15788,Male,37,No,Yes,4,lRlcw,bkdOJ,Montana,Lake Samanthamouth,Europe/Athens,561,Trinidad and Tobago,83.9608455,-93.108083,Yes,No,86,203,51,3,25,89,Discount,No,0,No,Yes,Yes,DSL,339,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Bank Withdrawal,ENM-QhR-HES,1,Service Issues,Table break relate financial likely first recent key.,Stayed,0
74651157-292b-452b-afa9-7c98ac59d7c0,9,10,65606,Male,60,Yes,Yes,1,YzHVK,OJFDa,Hawaii,Richardfurt,Pacific/Guadalcanal,14,Bermuda,36.0655625,-138.080639,Yes,Yes,41,691,0,47,41,41,Upgrade,No,10,No,Yes,Yes,Satellite,253,No,Yes,Yes,No,Yes,No,Yes,No,Bank Withdrawal,TIJ-Mks-aZb,2,Service Issues,Above chance point whatever how trade.,Churned,0
7ca7cd1b-849f-4a59-a999-1b2ddd587d4f,3,6,88243,Female,43,Yes,No,3,UjhGp,OTjqC,Connecticut,South Thomashaven,Asia/Jerusalem,399,Finland,71.8182295,-82.641116,Yes,Yes,36,219,63,81,56,30,Free Data,Yes,6,No,Yes,Yes,Satellite,10,Yes,No,No,No,No,No,No,No,Credit Card,Lzj-XLa-roy,1,Price,Suggest evidence else social group drive remain toward.,Churned,0
24d7aea9-ea76-4eb4-b58e-0a468e703e85,6,11,51005,Male,83,No,Yes,0,pTtEY,sQxCA,Missouri,Brianton,Europe/Sarajevo,696,Trinidad and Tobago,-13.35572,-112.304914,Yes,Yes,43,97,17,44,9,98,Upgrade,Yes,1,Yes,No,Yes,Cable,116,Yes,No,No,Yes,Yes,Yes,No,No,Cash,xrB-jla-yCI,2,Service Issues,Recent might task effect place the wind.,Stayed,0
24cc0643-7aae-4579-8648-7babd058f3bd,6,6,70689,Male,60,Yes,Yes,1,lEaty,euRgP,Maryland,Jamesfort,Africa/Dar_es_Salaam,230,Iran,60.5761565,81.441751,No,No,38,878,74,3,48,90,Loyalty Offer,No,7,No,No,No,Satellite,478,No,Yes,Yes,Yes,No,No,No,No,Wallet Balance,cWP-sMs-PCj,3,Service Issues,Section radio effort alone glass might guy accept.,Stayed,0
4bcc8bb8-4b16-47ae-97e7-a1e82d0dcf35,8,6,90425,Female,71,Yes,Yes,2,NuyFM,EGYeg,New York,New Monica,America/Havana,223,American Samoa,-86.507164,-153.230828,No,No,57,288,77,20,51,32,Loyalty Offer,Yes,9,Yes,Yes,Yes,DSL,455,No,Yes,No,No,Yes,No,Yes,No,Credit Card,CFO-yWW-ESN,2,Service Issues,Quickly area mean read challenge various important.,Churned,1
bca19369-4368-4f27-b1ad-3569bac6f0e2,5,10,9225,Male,66,Yes,Yes,0,icBug,XHEvB,Washington,Webbshire,Asia/Ashgabat,65,Rwanda,-15.3523975,-73.027716,No,Yes,10,286,87,91,16,8,Discount,Yes,9,No,No,No,Cable,27,No,No,Yes,Yes,Yes,No,Yes,Yes,Bank Withdrawal,FpD-FKT-ABy,5,Competitor,Lose owner environmental fish.,Churned,1
5dd45b06-f6e9-486b-87f8-41ea1a65aa30,10,2,54353,Male,76,Yes,Yes,5,LMQsj,AjgOr,Rhode Island,Whiteville,Africa/Casablanca,12,Jordan,-35.398409,40.631577,Yes,Yes,52,322,28,2,19,81,Discount,Yes,8,Yes,Yes,No,Fiber,410,No,No,Yes,No,No,Yes,No,No,Cash,uir-epj-Veb,4,Not Applicable,Space material that break population.,Stayed,1
5c2d0a9f-a3d0-4831-b162-0c10329b9ec7,6,2,65168,Male,65,Yes,Yes,3,ZWcbX,izTlX,Maine,North Joshua,Pacific/Funafuti,287,United States Virgin Islands,-78.850289,-10.754325,No,Yes,54,208,72,63,54,79,Free Data,Yes,3,Yes,No,No,Fiber,185,No,Yes,No,No,No,Yes,Yes,No,Bank Withdrawal,aPL-uub-jaM,5,Not Applicable,Speech party machine market there happen.,Churned,1
612b27d5-5615-4e7c-a6db-a62c55761be4,5,12,40298,Female,20,Yes,No,2,UfmKx,qBpwj,Arkansas,Banksside,Africa/Lusaka,26,Zimbabwe,-12.950722,19.041705,No,Yes,51,59,49,33,55,46,Discount,No,1,No,Yes,Yes,DSL,463,Yes,Yes,No,No,No,No,Yes,No,Credit Card,SDb-nLz-oKi,4,Competitor,Model reduce support behavior.,Stayed,0
b7c0872c-2a65-4189-8ac1-89fbdca881d2,4,12,72636,Male,77,Yes,No,1,jXreJ,GLQfS,Nebraska,Duarteport,Asia/Muscat,375,Mongolia,-71.8452945,-89.365692,No,Yes,38,956,89,12,91,46,Discount,No,9,No,Yes,Yes,DSL,229,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Credit Card,Qkn-yDc-VHG,4,Service Issues,Move heart put tonight fall.,Churned,0
d60217b8-7992-414e-816b-7258ef88d432,12,4,7889,Male,89,Yes,No,3,rYQVY,QWZzQ,Arizona,Paulafort,Asia/Beirut,624,Denmark,-55.2204355,-150.337715,Yes,No,29,4,42,94,15,93,Discount,No,6,No,Yes,Yes,DSL,364,Yes,Yes,Yes,Yes,No,No,No,Yes,Cash,znJ-MYp-aWp,1,Competitor,Little son help hit.,Stayed,1
f04ebc19-09a3-40b0-b7ed-e07e4834d113,4,12,46738,Male,73,No,No,4,ljMOZ,yIzdk,North Dakota,Karimouth,Atlantic/Reykjavik,91,Korea,34.6754325,173.295489,Yes,No,26,480,73,94,71,76,Free Data,Yes,3,Yes,No,Yes,Satellite,395,Yes,No,No,No,No,No,No,No,Cash,IbV-iIk-iwi,1,Not Applicable,Answer level music meeting huge evidence blue industry.,Stayed,0
e0aa8525-dfba-46e3-ae09-a3c88b6eef3e,2,7,3656,Male,23,Yes,No,0,tVSiw,WYxPm,Rhode Island,West Frank,Africa/Banjul,348,Haiti,-6.255353,32.384421,No,Yes,100,976,84,73,18,57,Free Data,No,2,Yes,Yes,Yes,DSL,358,No,No,Yes,No,No,No,No,No,Wallet Balance,qIV-cvH-phJ,2,Price,Else line nearly.,Churned,0
b01b3ae5-313d-4d27-adb1-2b80aa73d07e,8,2,64131,Male,32,Yes,No,0,JdfkV,tKNmz,Tennessee,Annburgh,Africa/Niamey,63,Bosnia and Herzegovina,87.943469,-49.834798,No,No,68,9,50,29,60,87,Free Data,No,2,No,No,No,Cable,281,No,Yes,Yes,No,No,Yes,No,No,Cash,wTH-dlM-Kve,4,Price,Way pressure executive college speech.,Stayed,0
d2b42f81-c852-4a4e-926f-a89de61739ee,6,10,44860,Female,58,Yes,Yes,1,Wzewm,WWdnr,Colorado,Christianhaven,Europe/San_Marino,456,Armenia,-83.5006025,-59.782011,Yes,Yes,33,157,26,25,84,6,Discount,No,1,Yes,No,Yes,Satellite,349,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card,DmB-GsI-uND,1,Service Issues,Be follow executive personal ability.,Churned,0
68bd00f2-310e-4fde-ad17-fbf5c9210758,12,4,2678,Female,76,No,No,4,GbyBv,EwNpy,Florida,New Thomas,Asia/Katmandu,834,Mexico,75.3305175,-78.342358,No,No,6,211,34,3,31,21,Free Data,Yes,7,No,Yes,No,Satellite,62,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Bank Withdrawal,aKC-BYv-mqY,4,Service Issues,For brother either growth product so.,Churned,1
ebc38d12-9354-4c93-abc2-47f1c64d5db5,4,10,24928,Female,45,No,No,4,YSIre,kXJSD,Kentucky,Port Chrisbury,Asia/Yerevan,872,Bouvet Island (Bouvetoya),-37.2692985,-61.286479,No,Yes,19,414,79,20,66,98,Loyalty Offer,Yes,1,No,No,Yes,DSL,346,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Cash,VYu-jJI-vHZ,5,Price,Drop special watch artist director him today.,Stayed,0
d1df5ab0-f8ef-473f-ac8d-2891274c0145,11,8,87642,Female,83,Yes,Yes,0,wsLAq,aMzQY,Minnesota,Lake Anna,Africa/Kigali,154,Brunei Darussalam,-82.80811,66.763859,No,No,29,952,37,71,60,52,Free Data,No,6,Yes,No,No,Satellite,293,Yes,No,Yes,Yes,No,No,No,Yes,Cash,sJX-Sgv-Voq,4,Price,Account reduce network value down.,Stayed,1
5c80b70e-2191-4d78-b19c-fc6857c5f4b2,11,6,27103,Female,71,No,No,2,lMPHT,sgwzT,West Virginia,Lake Barbarastad,Asia/Karachi,565,Congo,20.7542835,-12.65254,Yes,No,76,365,47,8,1,96,Loyalty Offer,Yes,7,No,No,No,Cable,381,No,Yes,Yes,Yes,No,No,No,No,Wallet Balance,ril-oKI-bax,4,Competitor,Politics ball decide opportunity.,Stayed,0
75ab7029-b9be-4917-a811-ede812cfe4d4,1,10,54528,Female,50,No,Yes,3,XZNQv,DnTrY,Utah,Lake Charlesberg,Africa/Lagos,140,Canada,83.682831,-95.371871,Yes,No,11,454,48,68,43,19,Free Data,Yes,10,No,No,Yes,Cable,401,Yes,No,Yes,No,No,No,No,No,Wallet Balance,Ifv-Hft-iIg,4,Price,Away government subject perhaps prevent college effect.,Churned,0
d96c9b42-2d09-4cd5-a6d2-00fdc179d0d2,12,9,59368,Female,86,No,No,3,XlcwD,JmDSu,Ohio,Lake Jonathanborough,America/Port_of_Spain,810,Reunion,-47.8322735,-141.928436,No,Yes,89,307,63,91,18,44,Loyalty Offer,Yes,4,No,Yes,Yes,DSL,167,Yes,No,No,No,No,Yes,Yes,Yes,Cash,Cfd-NZs-QQC,4,Price,Economic arrive nothing game teach author national.,Stayed,1
295a9336-ba7b-4203-b3a9-30e112dfb696,11,4,52600,Female,36,No,Yes,2,TUjiY,XIkUu,Oklahoma,East Eric,Europe/Sofia,768,Samoa,-58.0117285,172.241094,No,Yes,99,223,79,77,98,25,Upgrade,Yes,5,Yes,Yes,No,Fiber,428,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit Card,EWV-jcg-dtn,3,Price,City minute understand research head camera later TV.,Stayed,0
13b818d1-ab3a-4e3e-9417-65cec2d9dc27,9,9,21590,Female,47,No,No,2,tvjqM,WvrfE,California,Lake Blakestad,America/Denver,41,Colombia,-18.276542,-136.821795,Yes,Yes,31,19,56,11,89,49,Discount,No,4,Yes,Yes,Yes,Fiber,152,No,Yes,Yes,No,No,No,No,No,Credit Card,kHr-nKe-MwU,5,Service Issues,Reach ago water think be beautiful.,Churned,0
257ff01d-67f3-4748-927d-440dc30b1840,10,9,49181,Male,85,No,Yes,5,NRWrH,vtIQE,North Carolina,Oneillmouth,Europe/Berlin,778,British Indian Ocean Territory (Chagos Archipelago),55.9517585,-166.262653,No,Yes,40,930,97,95,4,13,Free Data,Yes,6,No,Yes,Yes,Cable,310,Yes,Yes,Yes,No,No,Yes,No,No,Credit Card,Hrc-ZBs-uZX,4,Service Issues,Though left beat total class bed today.,Stayed,1
8f807d4b-acc0-462c-8bbc-bf6330b1a594,4,7,13984,Female,28,Yes,No,3,NDhRl,RjztI,Delaware,Lake Nicoleberg,Europe/Athens,789,French Polynesia,39.5634155,-98.830031,Yes,No,35,788,29,45,12,71,Upgrade,No,2,Yes,No,No,DSL,391,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Wallet Balance,zXD-EVI-YsE,4,Price,Catch picture return save claim very scientist.,Stayed,0
65b1125d-f766-4b56-ac1f-9197758c6e36,5,10,22704,Male,64,Yes,No,1,AgOQF,Xdwnx,Tennessee,New Tammychester,Indian/Mahe,107,Dominican Republic,42.1908025,171.595833,No,Yes,29,58,79,16,95,11,Upgrade,No,7,Yes,Yes,No,DSL,394,Yes,Yes,No,Yes,No,Yes,No,Yes,Credit Card,tPC-kTN-yDF,4,Not Applicable,South they operation economic whom.,Stayed,0
0d3b2b86-cc51-4a2d-8dfb-f28f65a9313f,9,5,45845,Male,78,Yes,Yes,4,HhEgi,HNAyA,California,Thomaston,Europe/Tirane,525,Mayotte,-84.109566,-126.091454,Yes,Yes,36,275,80,4,70,4,Discount,No,5,Yes,Yes,Yes,DSL,120,Yes,No,Yes,Yes,No,Yes,Yes,No,Wallet Balance,kmJ-BXG-gjw,2,Price,Law happy son house.,Stayed,1
63b83732-1b29-4c15-aa41-a348547a655a,9,12,6472,Female,32,No,Yes,1,MOVQT,mfnOV,West Virginia,Tyroneland,Europe/Bratislava,546,Iraq,88.5334005,115.236459,No,Yes,6,741,57,11,52,97,Upgrade,Yes,0,No,No,No,Cable,457,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card,RlU-KVW-Lam,4,Price,Increase together community election national once.,Stayed,0
8598812f-84eb-4002-b169-37495949ac7d,6,6,66051,Male,59,No,No,0,vdiEe,YfZOr,Texas,North Jill,Pacific/Palau,692,Kuwait,41.1970765,54.481188,Yes,Yes,41,153,75,46,20,69,Loyalty Offer,Yes,9,No,No,No,DSL,226,Yes,No,Yes,No,No,Yes,Yes,No,Bank Withdrawal,RWT-cOY-QQs,4,Price,Conference cause imagine page.,Churned,0
9c94fc29-ac81-4d3f-b683-d0c9d8c669f3,11,2,42887,Female,34,No,Yes,5,tbmcT,FdpKl,Missouri,Anthonybury,Pacific/Auckland,215,Jersey,-1.9952345,-16.761188,No,Yes,10,691,31,16,59,54,Free Data,Yes,6,No,No,No,DSL,213,Yes,Yes,No,No,Yes,Yes,Yes,No,Credit Card,gRP-FME-wPY,5,Not Applicable,Particular together become.,Stayed,1
d57cf87c-e717-4c46-bd6b-3264a4ace9c4,4,8,61007,Female,59,No,Yes,3,CCLwJ,AXYLY,Maine,Frankland,Pacific/Tongatapu,572,Tuvalu,86.143243,-40.927504,No,No,96,782,73,87,67,11,Discount,Yes,0,No,Yes,No,Cable,98,Yes,Yes,Yes,No,Yes,Yes,No,No,Credit Card,aGy-Tzs-BEk,4,Not Applicable,Thus Republican material per any.,Stayed,1
c0d17f07-294c-4e82-9cfe-f03f691f0ef1,7,4,5658,Female,45,Yes,No,3,nBSwQ,XWpcz,Maryland,Brianview,Europe/Monaco,198,Turks and Caicos Islands,-46.527938,-134.309091,No,No,20,974,75,45,65,40,Free Data,No,3,No,No,Yes,Fiber,169,Yes,Yes,Yes,No,No,No,Yes,Yes,Credit Card,eMa-lKj-joH,2,Competitor,Focus best quite increase admit rest.,Stayed,1
8209810a-8f69-4a94-8d01-eb708b26bb7d,2,8,7546,Male,81,Yes,Yes,2,ydepc,fqYpU,Colorado,East Austinbury,Africa/Kigali,13,Antigua and Barbuda,68.815741,12.535945,No,No,6,234,98,18,45,95,Discount,No,10,No,Yes,Yes,Cable,364,No,No,No,No,No,No,No,Yes,Credit Card,fVD-YbY-Xhr,3,Price,Figure much about fine know drive couple.,Churned,0
db43570d-eaea-40ab-82f9-293f9a8de9cc,1,6,4633,Male,82,Yes,No,2,PRjmg,gRJOn,Texas,Rickyberg,Asia/Brunei,280,French Guiana,87.005071,-122.603746,Yes,Yes,19,735,71,42,6,42,Free Data,No,9,No,No,Yes,DSL,61,No,Yes,Yes,No,No,Yes,Yes,No,Wallet Balance,qky-Tjt-jVr,5,Not Applicable,Power hard security.,Churned,1
cea508e4-5e23-422d-ab58-eed53fcef82a,9,2,55374,Female,25,Yes,No,4,Uyond,Bisws,Montana,Donnaside,Africa/Dakar,14,Seychelles,-85.089627,171.931683,No,Yes,100,197,16,34,85,10,Discount,No,4,Yes,Yes,No,DSL,196,Yes,No,No,Yes,No,Yes,No,No,Wallet Balance,UUx-yKz-DCE,5,Competitor,People say recently age.,Churned,0
241f6d5c-eaaa-471d-9b65-3bd7bb3d7a0b,5,3,26141,Male,57,Yes,No,2,ZFIjT,tknXs,Hawaii,Cynthiafort,Europe/Stockholm,668,Norway,89.5323225,-94.106756,No,Yes,35,554,20,53,50,16,Upgrade,Yes,0,Yes,Yes,No,Satellite,326,No,No,Yes,No,Yes,Yes,Yes,No,Cash,bZS-dMv-bEY,2,Service Issues,Kid personal mission reveal radio.,Stayed,0
c8b923ae-e0a5-455a-a23b-8b8e54874d30,5,6,55943,Female,86,No,No,0,CxuMn,XmsgP,Arkansas,Melissaburgh,Asia/Dushanbe,394,Nigeria,12.675037,60.211126,No,No,21,950,32,88,47,95,Loyalty Offer,No,3,No,No,Yes,DSL,407,Yes,Yes,Yes,No,Yes,No,No,No,Wallet Balance,XwW-gWi-ypz,5,Not Applicable,Minute measure house member really record what.,Stayed,1
0da3c4d5-abaa-4f8d-a119-ed1389aef677,8,12,88853,Male,55,Yes,Yes,4,LRIJH,KIGZf,Oklahoma,West Catherineville,Europe/Lisbon,780,Moldova,31.1579145,-111.778954,Yes,No,12,454,53,30,47,42,Upgrade,No,10,No,No,Yes,DSL,306,Yes,No,Yes,Yes,No,No,Yes,Yes,Bank Withdrawal,niF-lbp-hkx,3,Service Issues,Seven drug career be low.,Churned,1
5b8d4a7e-2c7e-4abf-a8b4-ed61c9a22422,11,10,93318,Male,52,No,No,2,bvIiq,JhyNA,New Mexico,East Sharonbury,Asia/Dhaka,25,Oman,63.390347,-97.709367,Yes,No,49,808,14,22,0,46,Free Data,Yes,10,Yes,Yes,No,Satellite,29,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit Card,sEH-HmW-oYg,5,Competitor,Your around writer test cause million onto ago.,Churned,0
bac98913-ee38-4a92-8c09-6f881be444bb,1,2,99498,Male,69,Yes,Yes,2,Lygdx,yNuia,Missouri,Smithview,Africa/Tripoli,659,Italy,45.243968,-46.80416,Yes,No,77,533,34,84,31,70,Discount,Yes,10,Yes,Yes,Yes,Cable,341,No,Yes,Yes,Yes,No,Yes,Yes,No,Credit Card,lzz-DSR-xEH,1,Service Issues,Box pressure building contain stop say eat data.,Stayed,1
848907f9-6caa-4acf-bf78-1e8f9b68ecca,10,5,88753,Female,84,Yes,Yes,5,RwkvO,vHxiI,Kansas,North Elaine,Asia/Tbilisi,592,Kenya,8.5301745,69.352923,No,No,6,11,17,13,59,77,Free Data,Yes,0,Yes,No,No,DSL,131,No,Yes,No,Yes,Yes,Yes,No,Yes,Cash,LtG-DYS-lQc,5,Price,Itself return old still mention military share.,Churned,0
72c6e771-4159-4378-a101-94c4a0a663c1,10,6,43219,Male,64,No,No,5,fGCvK,ZrWBU,Montana,West Lisa,Africa/Porto-Novo,109,Thailand,49.9661915,-52.734369,No,No,7,61,62,92,44,42,Loyalty Offer,No,7,Yes,Yes,No,DSL,391,Yes,No,No,Yes,No,No,No,Yes,Wallet Balance,pyA-axO-igP,1,Competitor,Spend money attack decision movement.,Stayed,0
8930e827-bb5e-408f-9b6b-fc95b8a786e3,11,8,29193,Female,81,No,No,0,lLyBb,xhkCq,West Virginia,Martinezberg,Africa/Dakar,34,Libyan Arab Jamahiriya,-54.5986585,123.402732,No,Yes,22,958,62,43,17,29,Upgrade,Yes,8,No,No,No,Cable,317,Yes,Yes,Yes,No,Yes,No,No,Yes,Credit Card,LWg-Pfi-sbU,2,Service Issues,Reduce data appear suggest.,Stayed,1
226eaec3-8f00-4511-9cbf-38a141193155,8,10,5153,Female,41,No,No,1,joksR,vtRvw,Vermont,Joneschester,Europe/Chisinau,734,Cuba,-49.9205445,94.449203,Yes,No,45,717,60,59,18,74,Free Data,No,8,No,Yes,Yes,Cable,22,No,Yes,No,Yes,Yes,Yes,Yes,No,Bank Withdrawal,obf-tSf-BaO,1,Price,Amount society much civil sound do some draw.,Stayed,0
73413b9b-a8a0-42b5-810c-03f1e6557831,8,6,81424,Female,31,Yes,No,0,DSXPS,YTgei,Alabama,Andrewchester,America/Porto_Velho,465,Uganda,27.009336,-81.614805,Yes,Yes,86,327,87,42,28,74,Free Data,No,0,Yes,Yes,No,Fiber,479,No,Yes,Yes,No,Yes,No,Yes,Yes,Wallet Balance,RkA-xyt-OpK,5,Service Issues,Town trip consider arm morning generation.,Churned,1
